tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
opcion_unica,La confesión es el medio probatorio por el cual las personas que tengan conocimiento de los hechos controvertidos declaran ante el juez. ¿Es verdadero o falso?,Derecho,Verdadero,Solo es verdadero si la declaración es bajo protesta.,Falso,Solo es verdadero si se refiere a hechos propios.,,,2,Falso,La confesión es exclusiva de las partes y recae sobre hechos propios; la declaración de terceros corresponde a la prueba testimonial.,
opcion_unica,A través de la confesión se busca que el absolvente reconozca hechos propios que se le atribuyen. ¿Es verdadero o falso?,Derecho,Solo es verdadero si el absolvente es una persona moral.,Falso,Verdadero,Solo es verdadero si los hechos son de conocimiento público.,,,2,Verdadero,"La confesión tiene como finalidad que la parte reconozca hechos propios en los que intervino, tal como lo establece la ley.",
opcion_unica,"De acuerdo con el artículo 308 del Código de Procedimientos Civiles para el Distrito Federal, la prueba de confesión puede ofrecerse fuera del periodo ordinario de ofrecimiento. ¿Es verdadero o falso?",Derecho,Verdadero,Falso,Solo es verdadero si la contraparte está de acuerdo.,Solo es verdadero si se ofrece antes de la audiencia de ley.,,,0,Verdadero,"El artículo 308 permite ofrecer la confesión desde los escritos de demanda y contestación hasta diez días antes de la audiencia de ley, lo que constituye una excepción al periodo ordinario.",
opcion_unica,"Conforme al artículo 317 del Código de Procedimientos Civiles para el Distrito Federal, ¿cómo deben formularse las posiciones en la confesión por posiciones?",Derecho,Deben formularse únicamente a través de un pliego sellado.,Solo pueden formularse de manera oral ante el juez.,Siempre deben formularse por escrito mediante pliego.,Pueden formularse en forma oral o directa en la audiencia de ley.,,,3,Pueden formularse en forma oral o directa en la audiencia de ley.,"El artículo 317 permite que las posiciones se formulen oralmente o por escrito, no exclusivamente mediante pliego.",
opcion_unica,¿De qué formas puede obtenerse la confesión en materia procesal civil?,Derecho,Exclusivamente por declaración judicial.,Solo mediante la formulación de posiciones.,Únicamente a través de confesión expresa en juicio.,"Puede obtenerse mediante posiciones, ficta o extrajudicialmente.",,,3,"Puede obtenerse mediante posiciones, ficta o extrajudicialmente.","La confesión puede ser judicial, ficta o extrajudicial, no solo por posiciones.",
opcion_unica,¿Cuál es la forma de preparar la prueba confesional según el artículo 309 del Código de Procedimientos Civiles para el Distrito Federal?,Derecho,Citación personal al absolvente con al menos dos días de anticipación.,Citación por correo certificado con una semana de anticipación.,Citación personal con cinco días de anticipación.,Citación por edictos con tres días de anticipación.,,,0,Citación personal al absolvente con al menos dos días de anticipación.,El artículo 309 exige citación personal con dos días de anticipación a la audiencia.,
opcion_unica,"Según el artículo 311 del Código de Procedimientos Civiles para el Distrito Federal, ¿es posible formular posiciones sobre hechos negativos?",Derecho,"Sí, cuando existe íntima relación entre el hecho negativo y otro que no puede afirmarse o negarse sin afirmar o negar el primero.","No, las posiciones solo pueden referirse a hechos positivos.","No, la ley prohíbe toda posición sobre hechos negativos.","Sí, siempre que el absolvente lo acepte.",,,0,"Sí, cuando existe íntima relación entre el hecho negativo y otro que no puede afirmarse o negarse sin afirmar o negar el primero.",El artículo 311 permite posiciones sobre hechos negativos si están íntimamente relacionados con otros hechos.,
opcion_unica,"De acuerdo con el artículo 315 del Código de Procedimientos Civiles para el Distrito Federal, ¿puede el absolvente estar asistido por su abogado durante el desahogo de la confesión?",Derecho,"Sí, pero solo si el juez lo autoriza.","No, no se permite asistencia de ningún tipo para el absolvente.","Sí, puede estar asistido por su abogado patrono.","Sí, puede estar asistido por cualquier persona de su confianza.",,,1,"No, no se permite asistencia de ningún tipo para el absolvente.",El artículo 315 prohíbe cualquier asistencia al absolvente durante la confesión.,
opcion_unica,¿A cuántos hechos debe referirse como máximo una posición en la prueba confesional?,Derecho,A un solo hecho.,A cinco hechos.,A dos hechos.,A tres hechos.,,,0,A un solo hecho.,La regla general es que cada posición se refiera a un solo hecho.,
opcion_unica,¿Con cuánta anticipación debe realizarse la citación para el desahogo de la prueba confesional según el Código de Procedimientos Civiles para el Distrito Federal?,Derecho,Al menos una semana antes.,Al menos dos días antes de la fecha señalada.,Al menos tres días antes.,Al menos cinco días antes.,,,1,Al menos dos días antes de la fecha señalada.,"La citación debe hacerse con dos días de anticipación, no cinco.",
opcion_unica,¿Qué tipo de impugnación de documento procede cuando se alega que ha sido alterado voluntariamente en su contenido o firma?,Derecho,Impugnación de falsedad.,Impugnación de error.,Impugnación de nulidad.,Impugnación de ineficacia.,,,0,Impugnación de falsedad.,La alteración voluntaria del contenido o firma constituye falsedad documental.,
opcion_unica,¿Cómo se denomina el acto que otorga credibilidad a los documentos provenientes del extranjero?,Derecho,Legalización.,Autenticación.,Registro.,Protocolización.,,,0,Legalización.,La legalización es el procedimiento para dar validez a documentos extranjeros.,
opcion_unica,¿Cómo se perfecciona un documento privado para que surta efectos probatorios?,Derecho,Mediante la inscripción.,Mediante el reconocimiento.,Mediante la protocolización.,Mediante la ratificación.,,,1,Mediante el reconocimiento.,El reconocimiento es el acto por el cual el documento privado adquiere plena eficacia probatoria.,
opcion_unica,¿En qué casos debe rendirse la prueba pericial en materia de documentos?,Derecho,Solo cuando el documento sea privado y no esté reconocido.,En todos los casos en que se redarguye de falso un documento.,Cuando el documento sea público y no se impugne su autenticidad.,Únicamente cuando lo solicite el Ministerio Público.,,,1,En todos los casos en que se redarguye de falso un documento.,La prueba pericial es obligatoria cuando se alega la falsedad de un documento.,
opcion_unica,¿Cuál de los siguientes se considera un documento indubitado para el cotejo?,Derecho,Fotografía de un documento,Documento apócrifo,Copia simple de un contrato privado,Actuación judicial,,,3,Actuación judicial,Las actuaciones judiciales son documentos indubitados porque su autenticidad es indiscutible.,
opcion_unica,¿Es verdadero o falso que la prueba electrónica se regula en el artículo 374 del Código de Procedimientos Civiles para el Distrito Federal?,Derecho,"Falso, se regula en el artículo 375",Verdadero,"Falso, se regula en el artículo 373","Falso, no está regulada en ese código",,,1,Verdadero,El artículo 374 del Código de Procedimientos Civiles para el Distrito Federal regula la prueba electrónica.,
opcion_unica,¿Es correcto afirmar que la prueba electrónica solo puede ser documental?,Derecho,"Falso, solo pueden ser periciales","Falso, solo pueden ser testimoniales","Verdadero, solo pueden ser documentales","Falso, también pueden consistir en imágenes",,,3,"Falso, también pueden consistir en imágenes","La prueba electrónica no se limita a documental, puede incluir imágenes, audio, video, etc.",
opcion_unica,¿Puede ofrecerse la prueba electrónica mediante hardware o software?,Derecho,"Falso, solo mediante inspección judicial",Verdadero,"Falso, solo mediante documentos impresos","Falso, solo mediante testimoniales",,,1,Verdadero,La prueba electrónica puede ofrecerse a través de hardware o software que contenga la información.,
opcion_unica,¿Es el correo electrónico un ejemplo de prueba electrónica?,Derecho,"Falso, es una prueba testimonial","Falso, es una prueba pericial",Verdadero,"Falso, es una prueba documental tradicional",,,2,Verdadero,El correo electrónico es un medio electrónico que constituye prueba electrónica.,
opcion_unica,¿Es correcto aplicar por analogía a las pruebas electrónicas las disposiciones relativas a la prueba documental?,Derecho,"Falso, las pruebas electrónicas no solo consisten en documentos","Verdadero, son idénticas a la documental","Falso, se aplican las disposiciones de la prueba pericial","Falso, se aplican las disposiciones de la prueba testimonial",,,0,"Falso, las pruebas electrónicas no solo consisten en documentos","Las pruebas electrónicas tienen naturaleza diversa y no se limitan a documentos, por lo que la analogía con la documental es incorrecta.",
opcion_unica,¿Cuál es un requisito particular del ofrecimiento de la prueba pericial?,Derecho,Presentar al perito ante el juez en el momento del ofrecimiento,Acreditar la existencia del documento base de la acción,Señalar el monto de los honorarios del perito,Exhibir el cuestionario que va a resolver el experto con las preguntas necesarias y posteriores adiciones de la contraparte.,,,3,Exhibir el cuestionario que va a resolver el experto con las preguntas necesarias y posteriores adiciones de la contraparte.,El ofrecimiento de la prueba pericial requiere exhibir el cuestionario para el perito.,
opcion_unica,¿Qué requisito es exigible para determinar la admisión de la prueba pericial?,Derecho,Que la contraparte acepte al perito propuesto,Que se acredite la carencia de recursos para pagar al perito,Que el juez requiera la presencia del perito para ratificar su designación.,Que el perito presente un informe previo,,,2,Que el juez requiera la presencia del perito para ratificar su designación.,"Para admitir la prueba pericial, el juez debe requerir la presencia del perito para que ratifique su designación.",
opcion_unica,¿Qué requisito debe cumplir el juez previo a admitir la prueba pericial?,Derecho,Nombrar un perito tercero en discordia,Solicitar a las partes la lista de peritos,Dar vista a la contraria para que pueda manifestarse respecto a la pertinencia de la prueba.,Fijar fecha para la audiencia de desahogo,,,2,Dar vista a la contraria para que pueda manifestarse respecto a la pertinencia de la prueba.,"Antes de admitir la prueba pericial, el juez debe dar vista a la contraparte para que manifieste sobre su pertinencia.",
opcion_unica,"¿Cuál es la sanción que corresponde cuando el perito único, designado por conformidad de las partes, no rinde su dictamen?",Derecho,Admisión de los hechos,Multa al perito,Deserción de la prueba,Nulidad de la prueba,,,2,Deserción de la prueba,"La sanción es la deserción de la prueba, es decir, se tiene por no ofrecida o se pierde el derecho a desahogarla.",
opcion_unica,¿En qué caso procede la designación de un perito tercero en discordia?,Derecho,Cuando una de las partes no designa perito,Cuando el juez lo considera necesario para mejor proveer,Cuando los dictámenes de los peritos de las partes son contradictorios,Cuando los peritos no rinden su dictamen en tiempo,,,2,Cuando los dictámenes de los peritos de las partes son contradictorios,"El perito tercero en discordia se designa cuando los dictámenes periciales de las partes son contradictorios, para dirimir la controversia.",
opcion_unica,¿Es cierto que para la prueba de inspección judicial se requiere que el juez siempre esté auxiliado por un perito?,Derecho,"Falso, se requiere que el juez esté acompañado de las partes","Verdadero, el perito es indispensable para asesorar al juez","Falso, solo se requiere que el juez perciba directamente lugares, cosas o personas mediante sus sentidos","Verdadero, el perito debe estar presente para dar fe",,,2,"Falso, solo se requiere que el juez perciba directamente lugares, cosas o personas mediante sus sentidos",La inspección judicial no exige la intervención de un perito; el juez percibe directamente los hechos.,
